scene,frame,style,method,cosine_sim
scene_22,00000015,engraving,stylized,0.268799
scene_22,00000020,watercolor,stylized,0.510254
scene_22,00000020,oil_painting,stylized,0.692383
scene_22,00000020,impressionism,stylized,0.580566
scene_22,00000020,engraving,stylized,0.334717
scene_22,00000025,watercolor,stylized,0.729004
scene_22,00000025,oil_painting,stylized,0.67627
scene_22,00000025,impressionism,stylized,0.827637
scene_22,00000025,engraving,stylized,0.492432
scene_22,00000030,watercolor,stylized,0.407715
scene_22,00000030,oil_painting,stylized,0.579102
scene_22,00000030,impressionism,stylized,0.385742
scene_22,00000030,engraving,stylized,0.195801
scene_22,00000035,watercolor,stylized,0.431641
scene_22,00000035,oil_painting,stylized,0.725586
scene_22,00000035,impressionism,stylized,0.480957
scene_22,00000035,engraving,stylized,0.426514
scene_22,00000040,watercolor,stylized,0.52832
scene_22,00000040,oil_painting,stylized,0.856934
scene_22,00000040,impressionism,stylized,0.572754
scene_22,00000040,engraving,stylized,0.592773
scene_22,00000045,watercolor,stylized,0.399414
scene_22,00000045,oil_painting,stylized,0.261719
scene_22,00000045,impressionism,stylized,0.417236
scene_22,00000045,engraving,stylized,0.203857
scene_22,00000050,watercolor,stylized,0.568848
scene_22,00000050,oil_painting,stylized,0.468262
scene_22,00000050,impressionism,stylized,0.553711
scene_22,00000050,engraving,stylized,0.39624
scene_22,00000055,watercolor,stylized,0.423584
scene_22,00000055,oil_painting,stylized,0.453369
scene_22,00000055,impressionism,stylized,0.487549
scene_22,00000055,engraving,stylized,0.299072
scene_22,00000060,watercolor,stylized,0.78418
scene_22,00000060,oil_painting,stylized,0.794434
scene_22,00000060,impressionism,stylized,0.79248
scene_22,00000060,engraving,stylized,0.631348
scene_22,00000065,watercolor,stylized,0.739258
scene_22,00000065,oil_painting,stylized,0.710938
scene_22,00000065,impressionism,stylized,0.82373
scene_22,00000065,engraving,stylized,0.510254
scene_23,00000000,watercolor,stylized,0.318848
scene_23,00000000,oil_painting,stylized,0.59375
scene_23,00000000,impressionism,stylized,0.291016
scene_23,00000000,engraving,stylized,0.632812
scene_23,00000005,watercolor,stylized,0.256836
scene_23,00000005,oil_painting,stylized,0.794434
scene_23,00000005,impressionism,stylized,0.248413
scene_23,00000005,engraving,stylized,0.598633
scene_23,00000010,watercolor,stylized,0.605469
scene_23,00000010,oil_painting,stylized,0.810547
scene_23,00000010,impressionism,stylized,0.562012
scene_23,00000010,engraving,stylized,0.515625
scene_23,00000015,watercolor,stylized,0.842773
scene_23,00000015,oil_painting,stylized,0.883789
scene_23,00000015,impressionism,stylized,0.649902
scene_23,00000015,engraving,stylized,0.760742
scene_23,00000020,watercolor,stylized,0.425781
scene_23,00000020,oil_painting,stylized,0.817383
scene_23,00000020,impressionism,stylized,0.388916
scene_23,00000020,engraving,stylized,0.871582
scene_23,00000025,watercolor,stylized,0.739258
scene_23,00000025,oil_painting,stylized,0.844238
scene_23,00000025,impressionism,stylized,0.800293
scene_23,00000025,engraving,stylized,0.733398
scene_24,00000000,watercolor,stylized,0.815918
scene_24,00000000,oil_painting,stylized,0.931641
scene_24,00000000,impressionism,stylized,0.929688
scene_24,00000000,engraving,stylized,0.875977
scene_24,00000005,watercolor,stylized,0.85498
scene_24,00000005,oil_painting,stylized,0.937012
scene_24,00000005,impressionism,stylized,0.717773
scene_24,00000005,engraving,stylized,0.816406
scene_24,00000010,watercolor,stylized,0.60791
scene_24,00000010,oil_painting,stylized,0.774902
scene_24,00000010,impressionism,stylized,0.690918
scene_24,00000010,engraving,stylized,0.765137
scene_24,00000015,watercolor,stylized,0.770508
scene_24,00000015,oil_painting,stylized,0.866211
scene_24,00000015,impressionism,stylized,0.769043
scene_24,00000015,engraving,stylized,0.855957
scene_24,00000020,watercolor,stylized,0.73291
scene_24,00000020,oil_painting,stylized,0.912109
scene_24,00000020,impressionism,stylized,0.679199
scene_24,00000020,engraving,stylized,0.688965
scene_24,00000025,watercolor,stylized,0.74707
scene_24,00000025,oil_painting,stylized,0.852539
scene_24,00000025,impressionism,stylized,0.726562
scene_24,00000025,engraving,stylized,0.72998
scene_24,00000030,watercolor,stylized,0.756348
scene_24,00000030,oil_painting,stylized,0.90332
scene_24,00000030,impressionism,stylized,0.730957
scene_24,00000030,engraving,stylized,0.672363
scene_24,00000035,watercolor,stylized,0.561035
scene_24,00000035,oil_painting,stylized,0.844727
scene_24,00000035,impressionism,stylized,0.508789
scene_24,00000035,engraving,stylized,0.599609
scene_25,00000000,watercolor,stylized,0.746094
scene_25,00000000,oil_painting,stylized,0.736328
scene_25,00000000,impressionism,stylized,0.663086
scene_25,00000000,engraving,stylized,0.806641
scene_25,00000005,watercolor,stylized,0.750488
scene_25,00000005,oil_painting,stylized,0.545898
scene_25,00000005,impressionism,stylized,0.712402
scene_25,00000005,engraving,stylized,0.839355
scene_25,00000010,watercolor,stylized,0.805176
scene_25,00000010,oil_painting,stylized,0.861816
scene_25,00000010,impressionism,stylized,0.738281
scene_25,00000010,engraving,stylized,0.655273
scene_25,00000015,watercolor,stylized,0.669434
scene_25,00000015,oil_painting,stylized,0.936035
scene_25,00000015,impressionism,stylized,0.686523
scene_25,00000015,engraving,stylized,0.556152
scene_25,00000020,watercolor,stylized,0.438232
scene_25,00000020,oil_painting,stylized,0.546875
scene_25,00000020,impressionism,stylized,0.428467
scene_25,00000020,engraving,stylized,0.786621
scene_25,00000025,watercolor,stylized,0.821777
scene_25,00000025,oil_painting,stylized,0.898926
scene_25,00000025,impressionism,stylized,0.771973
scene_25,00000025,engraving,stylized,0.837891
scene_25,00000030,watercolor,stylized,0.553223
scene_25,00000030,oil_painting,stylized,0.905273
scene_25,00000030,impressionism,stylized,0.620605
scene_25,00000030,engraving,stylized,0.842285
scene_26,00000000,watercolor,stylized,0.874023
scene_26,00000000,oil_painting,stylized,0.907715
scene_26,00000000,impressionism,stylized,0.863281
scene_26,00000000,engraving,stylized,0.885742
scene_26,00000005,watercolor,stylized,0.700684
scene_26,00000005,oil_painting,stylized,0.914551
scene_26,00000005,impressionism,stylized,0.798828
scene_26,00000005,engraving,stylized,0.706055
scene_26,00000010,watercolor,stylized,0.858887
scene_26,00000010,oil_painting,stylized,0.936523
scene_26,00000010,impressionism,stylized,0.797852
scene_26,00000010,engraving,stylized,0.834961
scene_26,00000015,watercolor,stylized,0.812988
scene_26,00000015,oil_painting,stylized,0.902832
scene_26,00000015,impressionism,stylized,0.780273
scene_26,00000015,engraving,stylized,0.806641
scene_26,00000020,watercolor,stylized,0.865234
scene_26,00000020,oil_painting,stylized,0.921387
scene_26,00000020,impressionism,stylized,0.743652
scene_26,00000020,engraving,stylized,0.789062
scene_27,00000000,watercolor,stylized,0.960938
scene_27,00000000,oil_painting,stylized,0.970215
scene_27,00000000,impressionism,stylized,0.88623
scene_27,00000000,engraving,stylized,0.744141
scene_27,00000005,watercolor,stylized,0.970703
scene_27,00000005,oil_painting,stylized,0.973145
scene_27,00000005,impressionism,stylized,0.916992
scene_27,00000005,engraving,stylized,0.830078
scene_27,00000010,watercolor,stylized,0.969727
scene_27,00000010,oil_painting,stylized,0.961914
scene_27,00000010,impressionism,stylized,0.883789
scene_27,00000010,engraving,stylized,0.490234
scene_27,00000015,watercolor,stylized,0.796387
scene_27,00000015,oil_painting,stylized,0.961914
scene_27,00000015,impressionism,stylized,0.557129
scene_27,00000015,engraving,stylized,0.679199
scene_27,00000020,watercolor,stylized,0.711426
scene_27,00000020,oil_painting,stylized,0.88916
scene_27,00000020,impressionism,stylized,0.478027
scene_27,00000020,engraving,stylized,0.307129
scene_29,00000000,watercolor,stylized,0.530273
scene_29,00000000,oil_painting,stylized,0.620605
scene_29,00000000,impressionism,stylized,0.597656
scene_29,00000000,engraving,stylized,0.758301
scene_29,00000006,watercolor,stylized,0.487061
scene_29,00000006,oil_painting,stylized,0.841797
scene_29,00000006,impressionism,stylized,0.433105
scene_29,00000006,engraving,stylized,0.707031
scene_29,00000011,watercolor,stylized,0.608887
scene_29,00000011,oil_painting,stylized,0.696289
scene_29,00000011,impressionism,stylized,0.617188
scene_29,00000011,engraving,stylized,0.636719
scene_29,00000016,watercolor,stylized,0.372803
scene_29,00000016,oil_painting,stylized,0.69873
scene_29,00000016,impressionism,stylized,0.381592
scene_29,00000016,engraving,stylized,0.584473
scene_29,00000021,watercolor,stylized,0.382812
scene_29,00000021,oil_painting,stylized,0.92041
scene_29,00000021,impressionism,stylized,0.416992
scene_29,00000021,engraving,stylized,0.62207
scene_29,00000026,watercolor,stylized,0.491943
scene_29,00000026,oil_painting,stylized,0.851562
scene_29,00000026,impressionism,stylized,0.5625
scene_29,00000026,engraving,stylized,0.302246
scene_29,00000031,watercolor,stylized,0.395508
scene_29,00000031,oil_painting,stylized,0.838867
scene_29,00000031,impressionism,stylized,0.19751
scene_29,00000031,engraving,stylized,0.445068
scene_29,00000036,watercolor,stylized,0.520508
scene_29,00000036,oil_painting,stylized,0.780273
scene_29,00000036,impressionism,stylized,0.621582
scene_29,00000036,engraving,stylized,0.691895
scene_3,00000000,watercolor,stylized,0.797852
scene_3,00000000,oil_painting,stylized,0.822266
scene_3,00000000,impressionism,stylized,0.625
scene_3,00000000,engraving,stylized,0.705566
scene_3,00000005,watercolor,stylized,0.735352
scene_3,00000005,oil_painting,stylized,0.772461
scene_3,00000005,impressionism,stylized,0.639648
scene_3,00000005,engraving,stylized,0.532227
scene_3,00000010,watercolor,stylized,0.746094
scene_3,00000010,oil_painting,stylized,0.759277
scene_3,00000010,impressionism,stylized,0.508789
scene_3,00000010,engraving,stylized,0.546875
scene_3,00000015,watercolor,stylized,0.644531
scene_3,00000015,oil_painting,stylized,0.765137
scene_3,00000015,impressionism,stylized,0.592773
scene_3,00000015,engraving,stylized,0.615234
scene_3,00000020,watercolor,stylized,0.79248
scene_3,00000020,oil_painting,stylized,0.806152
scene_3,00000020,impressionism,stylized,0.714355
scene_3,00000020,engraving,stylized,0.726562
scene_3,00000025,watercolor,stylized,0.685059
scene_3,00000025,oil_painting,stylized,0.733398
scene_3,00000025,impressionism,stylized,0.57373
scene_3,00000025,engraving,stylized,0.632812
scene_3,00000030,watercolor,stylized,0.716797
scene_3,00000030,oil_painting,stylized,0.78125
scene_3,00000030,impressionism,stylized,0.65625
scene_3,00000030,engraving,stylized,0.649902
scene_3,00000035,watercolor,stylized,0.800293
scene_3,00000035,oil_painting,stylized,0.800781
scene_3,00000035,impressionism,stylized,0.737793
scene_3,00000035,engraving,stylized,0.719727
scene_3,00000040,watercolor,stylized,0.780273
scene_3,00000040,oil_painting,stylized,0.865234
scene_3,00000040,impressionism,stylized,0.722168
scene_3,00000040,engraving,stylized,0.61084
scene_3,00000045,watercolor,stylized,0.68457
scene_3,00000045,oil_painting,stylized,0.769531
scene_3,00000045,impressionism,stylized,0.714355
scene_3,00000045,engraving,stylized,0.630371
scene_3,00000050,watercolor,stylized,0.541016
scene_3,00000050,oil_painting,stylized,0.750488
scene_3,00000050,impressionism,stylized,0.577637
scene_3,00000050,engraving,stylized,0.603516
scene_3,00000055,watercolor,stylized,0.719238
scene_3,00000055,oil_painting,stylized,0.820312
scene_3,00000055,impressionism,stylized,0.731445
scene_3,00000055,engraving,stylized,0.553711
scene_3,00000060,watercolor,stylized,0.728516
scene_3,00000060,oil_painting,stylized,0.843262
scene_3,00000060,impressionism,stylized,0.720703
scene_3,00000060,engraving,stylized,0.618652
scene_3,00000065,watercolor,stylized,0.805664
scene_3,00000065,oil_painting,stylized,0.849609
scene_3,00000065,impressionism,stylized,0.788086
scene_3,00000065,engraving,stylized,0.633789
scene_3,00000070,watercolor,stylized,0.578613
scene_3,00000070,oil_painting,stylized,0.791016
scene_3,00000070,impressionism,stylized,0.666016
scene_3,00000070,engraving,stylized,0.567871
scene_3,00000075,watercolor,stylized,0.750488
scene_3,00000075,oil_painting,stylized,0.847168
scene_3,00000075,impressionism,stylized,0.716309
scene_3,00000075,engraving,stylized,0.635254
scene_3,00000080,watercolor,stylized,0.714844
scene_3,00000080,oil_painting,stylized,0.75293
scene_3,00000080,impressionism,stylized,0.722656
scene_3,00000080,engraving,stylized,0.601562
scene_3,00000085,watercolor,stylized,0.558105
scene_3,00000085,oil_painting,stylized,0.70459
scene_3,00000085,impressionism,stylized,0.529785
scene_3,00000085,engraving,stylized,0.586426
scene_3,00000090,watercolor,stylized,0.701172
scene_3,00000090,oil_painting,stylized,0.6875
scene_3,00000090,impressionism,stylized,0.626953
scene_3,00000090,engraving,stylized,0.697266
scene_3,00000095,watercolor,stylized,0.599609
scene_3,00000095,oil_painting,stylized,0.752441
scene_3,00000095,impressionism,stylized,0.662598
scene_3,00000095,engraving,stylized,0.626953
scene_3,00000100,watercolor,stylized,0.649414
scene_3,00000100,oil_painting,stylized,0.623047
scene_3,00000100,impressionism,stylized,0.687988
scene_3,00000100,engraving,stylized,0.66748
scene_3,00000105,watercolor,stylized,0.840332
scene_3,00000105,oil_painting,stylized,0.842285
scene_3,00000105,impressionism,stylized,0.806152
scene_3,00000105,engraving,stylized,0.733887
scene_3,00000110,watercolor,stylized,0.72168
scene_3,00000110,oil_painting,stylized,0.812988
scene_3,00000110,impressionism,stylized,0.67627
scene_3,00000110,engraving,stylized,0.541504
scene_3,00000115,watercolor,stylized,0.739258
scene_3,00000115,oil_painting,stylized,0.731445
scene_3,00000115,impressionism,stylized,0.713379
scene_3,00000115,engraving,stylized,0.603516
scene_3,00000120,watercolor,stylized,0.67041
scene_3,00000120,oil_painting,stylized,0.800293
scene_3,00000120,impressionism,stylized,0.708984
scene_3,00000120,engraving,stylized,0.663086
scene_3,00000125,watercolor,stylized,0.590332
scene_3,00000125,oil_painting,stylized,0.793945
scene_3,00000125,impressionism,stylized,0.688477
scene_3,00000125,engraving,stylized,0.611816
scene_3,00000130,watercolor,stylized,0.513184
scene_3,00000130,oil_painting,stylized,0.60791
scene_3,00000130,impressionism,stylized,0.561523
scene_3,00000130,engraving,stylized,0.532715
scene_3,00000135,watercolor,stylized,0.729492
scene_3,00000135,oil_painting,stylized,0.753418
scene_3,00000135,impressionism,stylized,0.700195
scene_3,00000135,engraving,stylized,0.649902
scene_3,00000140,watercolor,stylized,0.719238
scene_3,00000140,oil_painting,stylized,0.811523
scene_3,00000140,impressionism,stylized,0.620117
scene_3,00000140,engraving,stylized,0.682129
